make,model,car_model,review_title,review_text,style,comfort_rating,fuel_economy,perfomance,value_for_money,overall_rating,helpful_votes_ratio,review_date
Suzuki,Swift,2013 Suzuki Swift DLX 1.3,Suzuki Swift DLX,"Swift is a very spacious Car from the inside. The seat are very stiff and not at all soft and comfortable. Dash board is nice to look at but material used is cheap. Good number of features for the price (Keyless Entry, ABS, Power Windows and Side View Mirrors)
ted.
Ride Quality &amp; Handling is EXCELLENT! 0-60 kph acceleration is wonderful. Brakes feel a little hollow and not very powerful and the steering is very stiff despite being powered. Road grip is very nice as well as cornering. Compared to Corolla runs better but the brakes aernt impressive and the steering is very hard. Shifting gears is also not very smooth and the gear stick tends to get stuck oftentimes.",4,4,5,5,4,4,0.5454545454545454,2013-09-30
Suzuki,Mehran,2018 Suzuki Mehran VXR Euro II,Boss of the city,"If we talk about the suzuki mehran, i say that this car best car for the city and also it is competitive in this category if we maintain the car then it will work very well. The exterior of the is quite good looking. But the quality of the plastic in the interior is not because i think their could be more better plastic quality. The speakers in the car work really well. In the end i say that in this category we should buy a mehran or a suzuki alto 2020. These category cars are easy to maintain",4,3,3,4,4,3,0.0,2020-08-31
FAW,X-PV,2015 FAW X-PV,FAW XPV DUAL AC,"1- Exterior is stylish &amp; Good, 
2- Interior is much better  however 'Meter'  can be improved,
3- Engine upper area where 1st passenger seat is installed should be sealed with heavy carpet  as it giving heat in cabin after some time,
4- Tyre are little hard....need to be replaced with soft one.
5- Tyre should be little wide as prevailing installed are of 13-R-165......it would give much better road grip if installed 13-R-175.
6- Seats are pretty comfortable.
7- 3S dealers are little casual to their customers while performing 1st three services at 1000KM, 5000KM &amp; 10,000KM.
8- Overall experience is much much better than Bolan",5,3,3,4,4,3,1.0,2015-10-19
Daihatsu,Cuore,Daihatsu Cuore CX Ecomatic,My first Sub Compact!,"I own a 2005 Coure &amp; it is my first sub compact car. When I was looking for a car in this range many of my friends advised me to by a Mehran instead of Coure but Thanks to Allah Almighty I didn't! <br>If compare it to Mehran( well I feel there is no Compare) there are certain points to considerwhich are as under<br>1- Coure's exterior is round cornered which looks more smart &amp; aerodynamic than the box like exterior of Mehran.<br>2- Coure's exterior paint job is far more better than Mehran cuz I peronally see paint drip lines on brand new Mehrans but no such issue for Coure.<br>3- Chasis wise Coure is more strong as it has a rectunglar Chasis while Mehran has straight Chasis u could see many mehran's front wheels somewhat bending out of the Wheel houe as they were under some heavy weight , this is due to weak chasis.<br>4-Coure's interior is more comfortable &amp; good looking while Mehran has inferior quality interior.<br>5- Coure's A/c is more powerful than Mehran's.<br>6- Under the hood coure 50 more CCs than Mehran thats why it has good pick &amp; climbing power as compare to Mehran, moreover its engine is more responsive even on CNG.<br>If u consider the price than I mus t say that the Coure is getting overly priced &amp; the Toyota Company never give any good reason for that, but I still love to have Coure its really fun to drive specially in crowded cities like ours,its also OK on long drives though not very comfortable as they r not designed for long drives. In short abest car for small family with young kids &amp; city drive.",4,4,5,2,5,5,0.8571428571428571,2009-11-12
Toyota,Corolla,2014 Toyota Corolla Altis Grande CVT-i 1.8,Grande,"Exterior: reviewed....

Interior (Features, Space &amp; Comfort): This was further screwed up by IMC, the front dashboard an ugly thing to start with was made uglier by putting in knock out blanks 5 of them, what would you use them for in an executive car costing 2.5 million, bhonpoo and extra fog lamps? as it is the dash is bland lacking all character they had to use such chhichora graphics on the LCD, may be they could do nothing on the over all design but the least they could do was take out the air con dials and give digital climate controls, and added parking assisst, the gear shift panel is long and thin like that of suzuki custom, the hand brake is also like a rikshaw starter no character, the ceiling material, I mean what is this a dust cacher? The door handle a good shape but look at the finishing, the paint job lacks lustre, and is too matte, A 3 spoke steering? With one side controls and the other side blank?

fuel Econmy:

Ride Quality &amp; Handling:

Final Words:",0,2,2,0,0,0,0.6666666666666666,2014-09-13
Honda,City,2001 Honda City EXi S Automatic,Best budget car,"lights are halogens, break head lamp, alloy rims 
hard plastic dashboard ,leather seats power steering/windows/mirror, back screen defogger,A/C,enfortainment system 
1300cc engine with fuel efficiency of 17 km/l in city with A/C and 18-19 km/l on long
although car is the best budget car of the time 
very comfortable car to drive",4,4,4,4,5,4,0.0,2021-06-07
Honda,City,Honda City 1.3 i-VTEC,Very Economy Good mileage Car,"I Got my new Honda City - Manual 1.3L last Month.
The pick is very impressive. Fuel consumption is good, getting approx 15 - 16 km per liter in city without AC. Seat Fabric is also of good quality with plenty of leg room. Engine is soundless i-vitec. single Horn installed and  Sound inside the car is annoying.
Good road grip and very stable car with ABS.",3,3,4,3,5,3,0.9,2012-01-08
Suzuki,Cultus,2021 Suzuki Cultus VXL,Best Fuel economy,"handsome interior
best fuel economy 19-20 km per litre
comfort level is better than wagonr
best car in these days for low income peoples
in this segment only this car which is attordable for middle class
on long route fuel average is best

2021 modle",4,3,5,4,4,4,0.0,2021-11-08
Suzuki,Bolan,2021 Suzuki Bolan VX Euro II,Abdul Ghaffar,"I can drive Suzuki  Bolan about 2 to 3 months, Its very bad experience by buying it. I think Suzuki must be adding some feature in it.  Comfort level of this car ???? is ZERO. And also spend lots of money in it. Mara mmash warh ap sub ko yhi ha kah ap yah mat  khridin . THANKS",2,1,3,1,2,1,0.0,2021-04-10
Suzuki,Every,2009 Suzuki Every GA,best family car,Best family van with best fuel economy Suzuki every can also be used for loading because it's  rear  seats folds. Best class safety features like dual are bags seat belt indicater the engine is small  but gives best fuel economy .better than bolan or raw xpv,4,5,5,5,5,4,0.8333333333333334,2015-03-11
Toyota,Corolla Axio,2015 Toyota Corolla Axio X 1.3,FUEL EFFICIENT AND COMFORTABLE DRIVE,"I AM USING COROLLA AXIO 2015 X 1.3 NON HYBRID. 
EXCELLENT CAR VERY FUEL EFFICIENT GIVES 20KM/L MIX LOCAL &amp; HIGHWAY. DRIVE IS EXCELLENT ITS A FULL OPTION CAR. BETTER FUEL ECONOMY THEN HYBRID CAR. COMFORT IS EXTRA ORDINARY A TROUBLE FREE CAR. I HAVE USED HYBRID CARS BUT THE PLEASURE I FOUND IN THIS NON HYBRID CAN NOT BE EXPLAINED IN WORDS",4,5,5,5,5,4,1.0,2022-02-16
Suzuki,Swift,2012 Suzuki Swift DLX 1.3,Best car by suzuki,"Exterior is not sporty as suzuki says but what else can we expect from them.
Interior is good but not comfortable as compared to cars like vitz and other 660 cc hatchbacks 
Petrol average per liter is not so bad ,not so good either but it depends on your driving style ""they say"", it gives me 11-13 per liter .
Performance is more than average, acceleration is better than any other 1300 cc local manufactured cars here in Pakistan.
-Plus points are 
1) Cheap spare parts 
2) Immobilizer 
3) Alloy rims 
4) Central locking",3,2,3,4,4,3,0.75,2016-01-23
FAW,V2,2015 FAW V2,Just completed 1000 KMs today on FAW V2,"I just completed my thousand km today and thought this car deserves my review. Previously I have owned Cultus, XLi, GLi and most recently swift. V2 is far far better then Cultus and nearly as good as swift. The only negative point against swift would be its interior quality but then it has 2 airbags! which is better then swift if you think about it and its way way cheaper then swift too! 

After 1000 kms, it has never given me any trouble and I fully admire my decision of buying this car. It is fully loaded and please don't even think of comparing V2 with Cultus. Cultus was waste of money. Buy it! you will not regret!!",5,5,5,5,5,5,1.0,2015-11-06
Toyota,Hilux,2012 Toyota Hilux Invincible,Invincible is not a VIGO,"From an outer look a Hilux Invincible looks like a standard vigo , however its nothing like a Vigo
It has a Much better build quality 
The in cabin sound is how you expect from an imported car 
Engine being a 1kd 5 speed runs effortless and is powerful
Suspension is much softer as compared to the local VIGO
8 Air bags well most vehicles PKDM hardly have more than 2
Light washers, yes even the 2021 Revo V doesnt have those 
Climate control yes it doesn't have those knobs like vigo 
AC and Heater with more features you can expect.

Advantages of this vehicle
It can use all vigo parts such as AC, suspension and engine components 
Silent cabin which is usually not the case with local vigo which makes journey tiring

Disadvantages
It is expensive as compared to local VIGO the amount you pay for a 2012 invincible is same as that of a 2016 vigo

Final Verdict: You get what you pay for....",4,4,3,5,5,4,0.0,2021-07-20
Hyundai,Sonata,2022 Hyundai Sonata 2.0,Great car,"Sonata is very elegant car with eye catching and classy look. Sonata 2.0 is the best option in budget of 65-70 lacs. Car is loaded with features such as car start/stop by key, dual zone climate control etc…  Fuel average in city is between 14-15.””(not tested at long)””Car is ???? value for money and is highly recommend.????????",5,5,5,4,5,4,1.0,2022-07-18
